CMTE_ID,CMTE_NM,CMTE_CITY,CMTE_ST,CMTE_ZIP,CAND_ID,FEC_ELECTION_YR
C00416594,JIM JORDAN FOR CONGRESS,URBANA,OH,430789637,H6OH04082,2020
C00701110,TRACY JENNINGS FOR CONGRESS,WESTCHESTER,IL,60154,H0IL07159,2020
C00649483,BETSY DIRKSEN LONDRIGAN FOR CONGRESS,SPRINGFIELD,IL,627050275,H8IL13150,2020
C00713800,MARK DUMDEI FOR CONGRESS,DALLAS,TX,75231,H0TX32061,2020
C00694935,FRIENDS OF NYANZA DAVIS MOORE,PEARLAND,TX,77584,H0TX22161,2020
C00219881,NITA LOWEY FOR CONGRESS,WHITE PLAINS,NY,10605,H8NY20056,2020
C00259143,LUCILLE ROYBAL-ALLARD FOR CONGRESS,WASHINGTON,DC,20003,H2CA33048,2020
C00693648,KENNETH BELVIN FOR CONGRESS,NEW ROCHELLE,NY,10802,H0NY16127,2020
C00554949,FRIENDS OF DAVE BRAT INC.,GLEN ALLEN,VA,23058,H4VA07143,2020
C00700971,JFK ORGANIZERS,NEW YORK,NY,10037,H0NY13124,2020
C00702282,COMMITTEE TO ELECT DON COX FOR CONGRESS,BELHAVEN,NC,27810,H9NC03017,2020
C00498568,FRIENDS OF CHERI BUSTOS,WASHINGTON,DC,20035,H2IL17071,2020
C00683391,FRIENDS OF FRED WYSOCKI,PROVIDENCE ,RI,2940,H8RI01092,2020
C00697250,"SANDY SMITH FOR SENATE, INC.",GREENVILLE,NC,27836,H0NC03149,2020
C00708511,MARA FOR CALIFORNIA,ENCINITAS,CA,92023,H0CA49139,2020
C00499947,FRIENDS OF DAN KILDEE,FLINT,MI,48501,H2MI05119,2020
C00503110,SCOTT PETERS FOR CONGRESS,SAN DIEGO,CA,92192,H2CA52089,2020
C00553859,DR. BRIAN BABIN FOR CONGRESS,WOODVILLE,TX,759790159,H6TX02079,2020
C00662668,MIKE SIEGEL FOR CONGRESS,AUSTIN,TX,78701,H8TX10110,2020
C00647214,TOM WELLS FOR CONGRESS,GAINESVILLE,FL,32601,H8FL03020,2020
C00610212,MIKE GALLAGHER FOR WISCONSIN,GREEN BAY,WI,54305,H6WI08155,2020
C00649004,MCLEOD-SKINNER FOR OREGON,REDMOND,OR,97756,H8OR02161,2020
C00699181,COLONEL DELUCA FOR CONGRESS,RALEIGH,NC,27613,H0NC03263,2020
C00701508,JOSHUA COLLINS CAMPAIGN COMMITTEE,OLYMPIA,WA,98501,H0WA10018,2020
C00707521,STEVE FOR CONGRESS,BUNNLEVEL,NC,28323,H0NC02091,2020
C00648295,RUSS FULCHER FOR IDAHO,MERIDIAN,ID,836801375,H8ID01124,2020
C00659177,WILLIAMS FOR MONTANA,BOZEMAN,MT,59771,H8MT01232,2020
C00668335,MICHAEL SAN NICOLAS FOR CONGRESS,DEDEDO,GU,96929,H8GU01020,2020
C00669358,SCANLON FOR CONGRESS,SWARTHMORE,PA,19081,H8PA07200,2020
C00443689,PEOPLE FOR BEN,SANTA FE,NM,87594,H8NM03196,2020
C00495846,ANN WAGNER FOR CONGRESS,BALLWIN,DC,63022,H2MO02102,2020
C00502310,FELICIA HARRIS HOSS FOR CONGRESS,PEARLAND,TX,77581,H2TX14123,2020
